Wrestler,Wins,Losses,Draws,Win Percent,Loss Percent,Draw Percent
Carmella,36,33,1,51.42857142857142,47.14285714285714,1.4285714285714286
D-Von Dudley,36,29,1,54.54545454545454,43.93939393939394,1.5151515151515151
Jey Uso,37,28,1,56.060606060606055,42.42424242424242,1.5151515151515151
Bubba Ray Dudley,36,28,1,55.38461538461539,43.07692307692308,1.5384615384615385
Goldust,22,40,0,35.483870967741936,64.51612903225806,0.0
Damien Sandow,50,9,2,81.9672131147541,14.754098360655737,3.278688524590164
Summer Rae,11,50,0,18.0327868852459,81.9672131147541,0.0
Cameron,7,52,0,11.864406779661017,88.13559322033898,0.0
Dana Brooke,18,39,1,31.03448275862069,67.24137931034483,1.7241379310344827
Daniel Bryan,51,7,0,87.93103448275862,12.068965517241379,0.0
Braun Strowman,30,26,1,52.63157894736842,45.614035087719294,1.7543859649122806
Alexa Bliss,19,37,0,33.92857142857143,66.07142857142857,0.0
Angelo Dawkins,11,45,0,19.642857142857142,80.35714285714286,0.0
Mojo Rawley,41,11,0,78.84615384615384,21.153846153846153,0.0
Elias Samson,12,38,1,23.52941176470588,74.50980392156863,1.9607843137254901
Apollo Crews,42,8,0,84.0,16.0,0.0
Tamina,7,43,0,14.000000000000002,86.0,0.0
Samoa Joe,36,11,1,75.0,22.916666666666664,2.083333333333333
Sawyer Fulton,7,41,0,14.583333333333334,85.41666666666666,0.0
Chris Jericho,42,4,0,91.30434782608695,8.695652173913043,0.0
Damien Mizdow,14,29,0,32.55813953488372,67.44186046511628,0.0
Alberto Del Rio,26,13,2,63.41463414634146,31.70731707317073,4.878048780487805
Mark Henry,17,23,1,41.46341463414634,56.09756097560976,2.4390243902439024
Hideo Itami,25,13,0,65.78947368421053,34.21052631578947,0.0
Adrian Neville,14,20,0,41.17647058823529,58.82352941176471,0.0
Sami Zayn,22,11,1,64.70588235294117,32.35294117647059,2.941176470588235
Mike Rawlis,9,24,0,27.27272727272727,72.72727272727273,0.0
Steve Cutler,8,22,1,25.806451612903224,70.96774193548387,3.225806451612903
Marcus Louis,5,24,0,17.24137931034483,82.75862068965517,0.0
Tucker Knight,3,24,1,10.714285714285714,85.71428571428571,3.571428571428571
Brad Maddox,1,26,0,3.7037037037037033,96.29629629629629,0.0
Nia Jax,17,9,0,65.38461538461539,34.61538461538461,0.0
Riddick Moss,8,17,0,32.0,68.0,0.0
Asuka,24,0,0,100.0,0.0,0.0
Rhyno,8,16,0,33.33333333333333,66.66666666666666,0.0
Eva Marie,13,9,1,56.52173913043478,39.130434782608695,4.3478260869565215
Billie Kay,5,15,1,23.809523809523807,71.42857142857143,4.761904761904762
Hugo Knox,13,8,0,61.904761904761905,38.095238095238095,0.0
Lina,9,11,0,45.0,55.00000000000001,0.0
Macho Mandow,14,5,0,73.68421052631578,26.31578947368421,0.0
CJ Parker,0,18,0,0.0,100.0,0.0
Jessie McKay,1,17,0,5.555555555555555,94.44444444444444,0.0
Peyton Royce,2,16,0,11.11111111111111,88.88888888888889,0.0
Layla,6,10,0,37.5,62.5,0.0
Uhaa Nation,13,3,0,81.25,18.75,0.0
Devin Taylor,6,9,0,40.0,60.0,0.0
Alexander Wolfe,0,14,0,0.0,100.0,0.0
Tommy Dreamer,4,9,1,28.57142857142857,64.28571428571429,7.142857142857142
Levis Valenzuela Jr.,7,6,0,53.84615384615385,46.15384615384615,0.0
Cassie,0,12,0,0.0,100.0,0.0
Gionna Daddio,8,4,0,66.66666666666666,33.33333333333333,0.0
Tino Sabbatelli,1,11,0,8.333333333333332,91.66666666666666,0.0
